web,plant,tip_name,symmetry,PC1,PC2,PC3,PC4,n.poll,n.shared,mn.n.shared,md.n.shared
M_PL_001,Quinchamalium chilensis,Quinchamalium_chilense,actinomorphic,9.20438240337604,-4.17172337897518,1.23940565145488,6.63254912006287,4,4,0.710843373493976,1
M_PL_001,Sanicula graveolens,Sanicula_graveolens,actinomorphic,-24.0796353235757,12.274089462159,-8.12265947418186,0.771721031001843,4,3,0.650602409638554,1
M_PL_001,Sisyrinchium philippii,Sisyrinchium_philippii,actinomorphic,70.1475399268857,34.3040136345752,-0.78041227550917,-8.37964316712116,4,4,0.72289156626506,1
M_PL_001,Adesmia exilis,Adesmia_exilis,zygomorphic,8.57582099402813,-38.2039820449326,-2.29621343397506,-23.4002100812036,3,2,0.0481927710843374,0
M_PL_001,Bowlesia tropaeolifolia,Bowlesia_tropaeolifolia,actinomorphic,-23.7663172951504,12.1398929628077,-7.93837340023879,0.799354863267346,3,3,0.710843373493976,1
M_PL_001,Calceolaria montana,Calceolaria_montana,zygomorphic,-29.2175236683863,14.241236081585,24.1161209122925,-3.30607038923205,3,3,0.36144578313253,0
M_PL_001,Chaetanthera microphylla,Chaetanthera_microphylla,actinomorphic,-32.3854282849048,17.5248117706585,-24.0734532111529,-1.45234431685764,3,3,0.433734939759036,0
M_PL_001,Haplopappus chysanthemifolius,Haplopappus_chrysanthemifolius,actinomorphic,-33.6663008166467,18.251368519996,-25.9889559663101,-1.72176208608517,3,3,0.686746987951807,1
M_PL_001,Leucocoryne pauciflora,Leucocoryne_pauciflora,actinomorphic,70.4730921063632,34.5879542955132,-0.79839757529606,-8.73060163470789,3,3,0.590361445783133,0
M_PL_001,Mustisia acerosa,Mutisia_acerosa,actinomorphic,-32.3848950222706,17.524551018657,-24.0727313276687,-1.45223396447458,3,3,0.216867469879518,0
M_PL_001,Mustisia subulata,Mutisia_subulata,actinomorphic,-32.3848950222706,17.524551018657,-24.0727313276687,-1.45223396447458,3,3,0.265060240963855,0
M_PL_001,Oxalis cinerea,Oxalis_cinerea,actinomorphic,9.56734861701558,-27.7819698732037,-0.983723803388578,-1.10971172051198,3,3,0.710843373493976,1
M_PL_001,Oxalis geminata,Oxalis_geminata,actinomorphic,9.56734861701558,-27.7819698732037,-0.983723803388578,-1.10971172051198,3,2,0.313253012048193,0
M_PL_001,Oxalis sp1 M_PL_001,Oxalis,actinomorphic,9.60127033272957,-27.6833698598405,-0.977905048911226,-1.08448078315149,3,3,0.55421686746988,0
M_PL_001,Schizanthus grahamii,Schizanthus_grahamii,actinomorphic,-24.8796482282425,12.1061930647358,17.2587369592415,-1.42037281612005,3,3,0.36144578313253,0
M_PL_001,Senecio lithostaurus,Senecio_lithostaurus,actinomorphic,-33.5927351895814,18.2095794647601,-25.8786235005875,-1.70625536669384,3,3,0.590361445783133,1
M_PL_001,Valeriana gracileps,Valeriana_gracilipes,actinomorphic,-22.7881712544422,11.7013413391913,-7.3138492798725,0.872580691904704,3,2,0.63855421686747,1
M_PL_001,Asteriscium aemocarpon,Asteriscium_aemocarpon,actinomorphic,-23.7812326008854,12.1462234640483,-7.94700820482863,0.797995085479549,2,2,0.289156626506024,0
